Cities,Count,Lat,Lng
Richmond West,1,25.6103836,-80.4294996
Arvada,1,39.8027644,-105.0874842
Coos Bay,1,43.3665007,-124.2178903
Maryland Heights,1,38.7131073,-90.42984009999999
Glens Falls,1,43.3095164,-73.6440058
Longwood,1,28.7030519,-81.3384011
Olympia Heights,1,25.726768,-80.3553306
Pleasant Prairie,1,42.5530753,-87.9334118
Mesa,1,33.4151843,-111.8314724
Nogales,1,31.3403775,-110.9342532
Southwick,1,42.0548167,-72.7703724
Rye Brook,1,41.0188032,-73.6813591
Griffith,1,34.1184341,-118.3003935
Mokena,1,41.5261437,-87.8892189
Greendale,1,42.9405711,-87.9959191
South Whittier,1,33.9510283,-118.0402852
Falls Church,1,38.88233400000001,-77.1710914
Fishers,1,39.9567548,-86.01335
Hoquiam,1,46.97704299999999,-123.8839028
Newberg,1,45.3064258,-122.9469463
Palmer,1,32.42763,-96.6829423
Hidalgo,1,26.1003547,-98.2630684
East Wenatchee Bench,1,47.425919,-120.280071
Fallbrook,1,33.3764196,-117.2511466
Severna Park,1,39.070388,-76.5452409
Camarillo,1,34.2163937,-119.0376023
North Ogden,1,41.3071645,-111.9602196
Eugene,1,44.0520691,-123.0867536
North Haven,1,41.39091390000001,-72.8595447
Beacon,1,36.1516753,-95.9919383
Garfield Heights,1,41.4169974,-81.6059581
Rosemont,1,41.98675069999999,-87.8721602
Creve Coeur,1,38.6608855,-90.42261800000001
Jericho,1,31.8611058,35.4617583
Clute,1,29.0246906,-95.3988291
Lauderhill,1,26.1403635,-80.2133808
Racine,1,42.7261309,-87.78285230000002
Greenwich,1,51.4933675,0.0098214
Poway,1,32.9628232,-117.0358646
West Memphis,1,35.1464797,-90.1845388
Lacolle,1,45.08197939999999,-73.37286379999999
Folsom,1,38.6779591,-121.1760583
Calabasas,1,34.1367208,-118.6614809
Pitman,1,39.732892,-75.1315651
Crown Point,1,41.4169806,-87.3653135
Ossining,1,41.1628731,-73.8615246
North Richland Hills,1,32.8342952,-97.2289029
East Hemet,1,33.7400206,-116.9389122
Chula Vista,1,32.6400541,-117.0841955
The Crossings,1,38.974074,-94.726089
Ramona,1,33.04136039999999,-116.8792553
Gilford,1,43.5475771,-71.4067385
Babylon,1,38.7584424,-90.6351037
Norway,1,60.47202399999999,8.468945999999999
Garland,1,32.912624,-96.63888329999999
Maumee,1,41.5628294,-83.65382439999999
Covina,1,34.0900091,-117.8903397
Foster,1,41.8537098,-71.7581249
Aztec,1,36.180243,-95.858617
Wolcott,1,41.6023196,-72.9867718
Stevens Point,1,44.52357920000001,-89.574563
Lynbrook,1,40.6548253,-73.67179689999999
Anderson Mill,1,30.4549224,-97.80584320000001
Eagle,1,39.576406,-106.7234639
Pelham,1,40.9098215,-73.8079111
Peterborough,1,52.56949849999999,-0.2405299
Asfi,1,33.3566218,-97.1837125
Dyer,1,41.4942021,-87.52170679999999
Lajas,1,18.049962,-67.0593449
Bowie,1,39.0067768,-76.77913649999999
Carmichael,1,38.617127,-121.3282843
North Auburn,1,38.9274194,-121.0867333
Merrillville,1,41.4828144,-87.33281389999999
Summit,1,37.1513278,-96.30134319999999
Layton,1,41.0602216,-111.9710529
North Berwick,1,56.058363,-2.719646
Kailua,1,21.4022222,-157.7394444
Potomac,1,39.0181651,-77.2085914
Carteret,1,40.5773266,-74.2282005
Terryville,1,41.6781533,-73.01093929999999
Sauk Village,1,41.4883685,-87.5675414
Oildale,1,35.4196799,-119.0195452
Brooklyn Park,1,45.0941315,-93.3563405
River Ridge,1,46.7801513,-100.774582
Eagan,1,44.8041322,-93.1668858
Edinburg,1,26.3017374,-98.1633432
Chantilly,1,38.8942786,-77.43109919999999
Fort Dix,1,40.0298354,-74.61849
Lompoc,1,34.6391501,-120.4579409
Mount Prospect,1,42.0664167,-87.9372908
Marlton,1,39.8912248,-74.9218324
Matthews,1,35.1168131,-80.72368039999999
Azalea Park,1,34.0014154,-84.3669144
Cheektowaga,1,42.9071477,-78.7542892
Gautier,1,30.385755,-88.6116854
Lincolnia,1,38.8184463,-77.1433132
Pahrump,1,36.2082943,-115.9839147
Forest Park,1,37.0829776,-94.4777862
Coral Gables,1,25.7491968,-80.2635411
Panthersville,1,33.7073291,-84.27186669999999
Kentwood,1,42.8694731,-85.64474919999999
Logan,1,42.3656132,-71.0095602
Deming,1,32.2686981,-107.7586404
Florissant,1,38.789217,-90.322614
Ham Lake,1,45.2502429,-93.2499507
South Miami Heights,1,25.597606,-80.3806096
East Haddam,1,41.5034351,-72.4757767
Shafter,1,35.5005139,-119.2717761
Cedarburg,1,43.2966716,-87.9875898
Greenwood Village,1,39.6172101,-104.9508141
Bridgeport,1,41.1792258,-73.1894384
Crest Hill,1,41.554753,-88.0986709
Dunedin,1,28.0197404,-82.7717684
Loves Park,1,42.3200189,-89.05816209999999
Glenvar Heights,1,25.7076018,-80.3256076
Schaumburg,1,42.0333607,-88.0834059
Saratoga Springs,1,43.0831301,-73.7845651
Ithaca,1,42.4439614,-76.5018807
Mahtomedi,1,45.0696886,-92.95160369999999
Fall River,1,41.7014912,-71.1550451
Roseburg,1,43.216505,-123.3417381
Abbotsford,1,49.0504377,-122.3044697
Lake Worth,1,26.6167555,-80.0684479
Acuna,1,29.3232963,-100.9514187
Bridge City,1,30.0207678,-93.84572550000001
Chillum,1,38.96372179999999,-76.9908093
Norwich,1,41.5242649,-72.07591049999999
Lares,1,34.025081,-118.459429
New Kensington,1,40.5697892,-79.7647705
Odenton,1,39.0839981,-76.7002462
Orange Cove,1,36.624394,-119.3137301
Thunder Bay,1,48.3808951,-89.2476823
Sandalfoot Cove,1,26.3392449,-80.18754609999999
Fairview Heights,1,38.5889386,-89.990382
Oceanside,1,33.1958696,-117.3794834
Green Bay,1,44.5133188,-88.0132958
Berkeley,1,37.8715226,-122.273042
Matteson,1,41.5039235,-87.71310179999999
Oakland Park,1,26.1723065,-80.1319893
Sunrise Manor,1,36.2110819,-115.0730563
Magrath,1,49.4173086,-112.8685569
Walla Walla,1,46.0645809,-118.3430208
Seal Beach,1,33.7414085,-118.1047682
Hillcrest Heights,1,38.8328909,-76.9594189
Lake Havasu City,1,34.483901,-114.3224548
Mentor,1,41.6661573,-81.339552
West Milford,1,41.1311292,-74.3673254
Kerman,1,30.2839379,57.0833628
Downers Grove,1,41.8089191,-88.01117459999999
Ceres,1,36.4772614,-97.2825457
Raleigh,1,35.7795897,-78.6381787
Lacey,1,47.0358969,-122.8232553
Eureka,1,37.8239167,-96.2891703
Maplewood,1,26.244621,-80.2581
Park Forest,1,41.4914236,-87.6744891
Elmont,1,40.700936,-73.712909
Riverdale,1,33.5567452,-84.40204729999999
La Quinta,1,36.303029,-95.6229039
Falmouth,1,41.5532208,-70.60858859999999
Ossipee,1,43.6853516,-71.1166556
Dale City,1,38.6370622,-77.31109459999999
Berlin,1,52.52000659999999,13.404954
Cameron Park,1,31.5836578,-97.1562575
Safety Harbor,1,27.9908529,-82.6931553
Woodburn,1,45.143731,-122.8553724
Anoka,1,45.1977428,-93.3871758
Mount Rainier,1,46.85230749999999,-121.7603229
Woodridge,1,41.7469749,-88.0503406
Rohnert Park,1,38.3396367,-122.7010984
Wheaton,1,41.8661403,-88.1070127
Belchertown,1,42.2770346,-72.4008884
Leawood,1,38.966673,-94.6169012
North Lauderdale,1,26.217305,-80.2258811
Sunland Park,1,31.796496,-106.5799891
Cypress Lake,1,26.5381324,-81.899254
